Fname,Lname,Position,team,GP,G,A,P,PPG,PIM,Success,season,Standing
Kristian,Kause,1,Ilves U16,21,8,4,12,0.57,4,0,2012-2013,2.0
Aaro,Löyttymäki,1,TPS U16,8,6,6,12,1.50,18,0,2012-2013,8.0
Toni,Mahkonen,1,TPS U16,12,6,6,12,1.00,8,0,2012-2013,8.0
Kalle,Sundell,0,Jokerit U16,26,1,11,12,0.46,10,0,2012-2013,1.0
Kim,Kotivuori,1,KalPa U16,23,7,4,11,0.48,2,0,2012-2013,6.0
Valtteri,Vuorimaa,1,Blues U16,29,6,5,11,0.38,8,0,2012-2013,5.0
Mico,Näpänkangas,1,TPS U16,12,5,6,11,0.92,16,0,2012-2013,8.0
Oskari,Halme,0,Tappara U16,16,4,7,11,0.69,18,0,2012-2013,9.0
Tomi,Puskala,1,Jokerit U16,28,4,7,11,0.39,6,0,2012-2013,1.0
Mikko,Kaisko,1,Blues U16,29,4,7,11,0.38,10,0,2012-2013,5.0
Riku,Nissinen,1,KalPa U16,32,4,7,11,0.34,10,0,2012-2013,6.0
Juho,Väisänen,0,Kärpät U16,32,4,7,11,0.34,24,0,2012-2013,7.0
Samuli,Salomaa,1,Blues U16,13,5,5,10,0.77,38,0,2012-2013,5.0
Robert,Kantero,1,Blues U16,23,2,8,10,0.43,8,0,2012-2013,5.0
Juho,Toiviainen,1,Blues U16,29,2,8,10,0.34,14,0,2012-2013,5.0
Vilhelm,Peltonen,0,Jokerit U16,30,2,8,10,0.33,30,0,2012-2013,1.0
Arttu,Räisänen,0,Blues U16,31,2,8,10,0.32,10,0,2012-2013,5.0
Joni,Pellikka,0,Jokerit U16,21,4,5,9,0.43,6,0,2012-2013,1.0
Roni,Salonen,0,Kärpät U16,26,2,7,9,0.35,6,0,2012-2013,7.0
Emil,Kjellberg,0,Blues U16,24,1,8,9,0.38,10,0,2012-2013,5.0
Joonas,Laaksonen,1,TPS U16,12,4,4,8,0.67,2,0,2012-2013,8.0
Aleksi,Lampi,0,TPS U16,12,4,4,8,0.67,8,0,2012-2013,8.0
Lauri,Kankaanpää,1,Jokerit U16,28,4,4,8,0.29,18,0,2012-2013,1.0
Juho,Kinnunen,0,JYP U16,29,4,4,8,0.28,22,0,2012-2013,4.0
Aleksi,Kollanen,1,JYP U16,25,3,5,8,0.32,10,0,2012-2013,4.0
Saku,Järvi,1,Ilves U16,27,3,5,8,0.30,22,0,2012-2013,2.0
Nicholas,Nuuttila,1,Jokerit U16,29,3,5,8,0.28,6,0,2012-2013,1.0
Oskari,Lindroos,0,KalPa U16,30,2,6,8,0.27,30,0,2012-2013,6.0
Aki,Holopainen,1,KalPa U16,30,1,7,8,0.27,6,0,2012-2013,6.0
Jesper,Peltola,1,Ilves U16,22,4,3,7,0.32,4,0,2012-2013,2.0
Jesper-Juhani,Ilvessuo,0,Ilves U16,31,3,4,7,0.23,12,0,2012-2013,2.0
Tommi,Holttinen,1,TPS U16,10,2,5,7,0.70,4,0,2012-2013,8.0
Leo,Paananen,0,Tappara U16,21,2,5,7,0.33,42,0,2012-2013,9.0
Juuso,Tapper,1,JYP U16,26,2,5,7,0.27,10,0,2012-2013,4.0
Arttu,Kauppinen,1,Jokerit U16,30,2,5,7,0.23,0,0,2012-2013,1.0
Olli,Nieminen,0,Ilves U16,15,1,6,7,0.47,20,0,2012-2013,2.0
Tuomas,Jääskeläinen,1,HPK U16,18,1,6,7,0.39,22,0,2012-2013,10.0
Eemeli,Hirvonen,0,Blues U16,19,1,6,7,0.37,22,0,2012-2013,5.0
Jesse,Söderqvist,0,HIFK U16,30,1,6,7,0.23,16,0,2012-2013,3.0
Aleksi,Löytynoja,0,HPK U16,32,1,6,7,0.22,22,0,2012-2013,10.0
Christoffer,Holmlund,0,Blues U16,32,0,7,7,0.22,18,0,2012-2013,5.0
Kami,Kortelainen,1,Jokerit U16,9,4,2,6,0.67,2,0,2012-2013,1.0
Samuli,Ranto,0,JYP U16,14,4,2,6,0.43,6,0,2012-2013,4.0
Eetu,Torpström,0,KalPa U16,30,4,2,6,0.20,14,0,2012-2013,6.0
Atte,Töyry,0,JYP U16,8,2,4,6,0.75,6,0,2012-2013,4.0
Eelis,Lahdenperä,1,HPK U16,25,2,4,6,0.24,46,0,2012-2013,10.0
Santeri,Vähäkoski,1,Ilves U16,28,2,4,6,0.21,16,0,2012-2013,2.0
Mikko,Kumin,0,HIFK U16,28,2,4,6,0.21,20,0,2012-2013,3.0
Jouni,Marjakangas,0,Kärpät U16,20,1,5,6,0.30,4,0,2012-2013,7.0
Alex,Hård,1,HPK U16,32,0,6,6,0.19,4,0,2012-2013,10.0
Leevi,Kannisto,1,HPK U16,11,4,1,5,0.46,6,0,2012-2013,10.0
Eino,Markkanen,1,HPK U16,26,4,1,5,0.19,26,0,2012-2013,10.0
Tuomas,Nykänen,1,Blues U16,8,2,3,5,0.63,4,0,2012-2013,5.0
Pete,Niemi,1,Tappara U16,10,2,3,5,0.50,0,0,2012-2013,9.0
Valtteri,Mäkiviinikka,1,Tappara U16,20,2,3,5,0.25,18,0,2012-2013,9.0
Saku,Aavajoki,1,Ilves U16,21,2,3,5,0.24,8,0,2012-2013,2.0
Miika,Jäntti,0,KalPa U16,25,2,3,5,0.20,20,0,2012-2013,6.0
Roope,Leppänen,1,JYP U16,28,2,3,5,0.18,2,0,2012-2013,4.0
Ville,Sullanmaa,1,Ilves U16,30,2,3,5,0.17,10,0,2012-2013,2.0
Jouni,Peltoniemi,1,TPS U16,8,1,4,5,0.63,0,0,2012-2013,8.0
Jani,Kluuskeri,0,TPS U16,12,1,4,5,0.42,6,0,2012-2013,8.0
Niklas,Saha,1,Tappara U16,20,1,4,5,0.25,14,0,2012-2013,9.0
Toni,Nurminen,1,Kärpät U16,25,1,4,5,0.20,61,0,2012-2013,7.0
Ilari,Holopainen,0,HPK U16,29,1,4,5,0.17,22,0,2012-2013,10.0
Teo,Totro,0,Jokerit U16,29,0,5,5,0.17,12,0,2012-2013,1.0
Roope,Oja,1,HIFK U16,13,3,1,4,0.31,4,0,2012-2013,3.0
Lauri,Holkko,0,JYP U16,5,1,3,4,0.80,0,0,2012-2013,4.0
Riku,Mustonen,1,KalPa U16,11,1,3,4,0.36,4,0,2012-2013,6.0
Veli-Matti,Kantola,1,Kärpät U16,13,1,3,4,0.31,4,0,2012-2013,7.0
Antti,Kokko,0,KalPa U16,31,1,3,4,0.13,8,0,2012-2013,6.0
Joona,Ahokainen,1,Tappara U16,12,0,4,4,0.33,0,0,2012-2013,9.0
Tuukka,Virtanen,0,Ilves U16,19,0,4,4,0.21,8,0,2012-2013,2.0
Jere,Kiviniemi,0,Kärpät U16,24,0,4,4,0.17,10,0,2012-2013,7.0
Ossi,Kilpeläinen,1,JYP U16,25,3,0,3,0.12,4,0,2012-2013,4.0
Matias,Tiiro,1,Kärpät U16,11,2,1,3,0.27,0,0,2012-2013,7.0
Topi,Välimäki,0,Tappara U16,21,2,1,3,0.14,14,0,2012-2013,9.0
Vili-Verneri,Turunen,1,HIFK U16,7,1,2,3,0.43,2,0,2012-2013,3.0
Santeri,Perhonen,0,JYP U16,12,1,2,3,0.25,4,0,2012-2013,4.0
Lauri,Oksa,0,Tappara U16,14,1,2,3,0.21,2,0,2012-2013,9.0
Aku,Ilomäki,0,JYP U16,23,1,2,3,0.13,22,0,2012-2013,4.0
Markus,Koskinen,0,HIFK U16,27,1,2,3,0.11,10,0,2012-2013,3.0
Miika,Koikkalainen,0,JYP U16,27,1,2,3,0.11,20,0,2012-2013,4.0
Juho,Virtanen,0,HPK U16,32,1,2,3,0.09,22,0,2012-2013,10.0
Severi,Repo,0,Tappara U16,13,0,3,3,0.23,4,0,2012-2013,9.0
Pyry,Kivinen,1,TPS U16,2,2,0,2,1.00,4,0,2012-2013,8.0
Justus,Salonen,1,HPK U16,5,2,0,2,0.40,6,0,2012-2013,10.0
Joel,Kerkkänen,1,HIFK U16,6,2,0,2,0.33,0,0,2012-2013,3.0
Urho,Lensu,0,JYP U16,12,2,0,2,0.17,4,0,2012-2013,4.0
Jaakko,Östring,0,Tappara U16,19,2,0,2,0.11,10,0,2012-2013,9.0
Juuso,Pesonen,0,HPK U16,11,1,1,2,0.18,14,0,2012-2013,10.0
Oliver,Felixson,0,HIFK U16,15,1,1,2,0.13,2,0,2012-2013,3.0
Juuso,Kukko,0,Jokerit U16,20,1,1,2,0.10,4,0,2012-2013,1.0
Teemu,Koskinen,0,KalPa U16,21,1,1,2,0.10,8,0,2012-2013,6.0
Antti,Penttinen,0,HPK U16,32,1,1,2,0.06,14,0,2012-2013,10.0
Eetu,Andersson,0,TPS U16,4,0,2,2,0.50,0,0,2012-2013,8.0
Teemu,Sulunsilta,1,Tappara U16,10,0,2,2,0.20,4,0,2012-2013,9.0
Antton,Virtanen,0,JYP U16,18,0,2,2,0.11,16,0,2012-2013,4.0
Kristian,Falck,0,JYP U16,20,0,2,2,0.10,4,0,2012-2013,4.0
Atte,Saari,1,TPS U16,7,1,0,1,0.14,0,0,2012-2013,8.0
Viljo,Häyhä,1,HPK U16,19,1,0,1,0.05,4,0,2012-2013,10.0
Henri,Rahkonen,0,HIFK U16,2,0,1,1,0.50,0,0,2012-2013,3.0
Santtu,Miettunen,0,Kärpät U16,9,0,1,1,0.11,8,0,2012-2013,7.0
Santeri,Savolainen,1,KalPa U16,10,0,1,1,0.10,6,0,2012-2013,6.0
Aleksi,Lahtonen,0,TPS U16,12,0,1,1,0.08,12,0,2012-2013,8.0
Juuso,Hakonen,1,JYP U16,16,0,1,1,0.06,8,0,2012-2013,4.0
Kalle,Nikkilä,1,Tappara U16,19,0,1,1,0.05,2,0,2012-2013,9.0
Aleksi,Nykänen,0,KalPa U16,19,0,1,1,0.05,4,0,2012-2013,6.0
Jarno,Laukkanen,0,Jokerit U16,20,0,1,1,0.05,12,0,2012-2013,1.0
Arttu,Harju,0,Jokerit U16,24,0,1,1,0.04,34,0,2012-2013,1.0
Verneri,Mäkinen,1,HPK U16,26,0,1,1,0.04,2,0,2012-2013,10.0
Jimi,Luoma,1,Tappara U16,0,0,0,0,0.00,0,0,2012-2013,9.0
Olli,Oksanen,1,HIFK U16,0,0,0,0,0.00,0,0,2012-2013,3.0
Miro,Kovanen,1,JYP U16,1,0,0,0,0.00,0,0,2012-2013,4.0
Iiro,Vehviläinen,0,Ilves U16,1,0,0,0,0.00,0,0,2012-2013,2.0
Kare,Oja,0,HIFK U16,2,0,0,0,0.00,0,0,2012-2013,3.0
Teemu,Vilander,0,JYP U16,2,0,0,0,0.00,0,0,2012-2013,4.0
Joonas,Heikkinen,0,Kärpät U16,3,0,0,0,0.00,0,0,2012-2013,7.0
Atte,Rimpiläinen,1,TPS U16,3,0,0,0,0.00,2,0,2012-2013,8.0
Patrik,Toivonen,0,TPS U16,4,0,0,0,0.00,0,0,2012-2013,8.0
Joona,Heiska,1,KalPa U16,4,0,0,0,0.00,2,0,2012-2013,6.0
Jere,Huuhka,0,JYP U16,4,0,0,0,0.00,2,0,2012-2013,4.0
Jan,Silvala,0,Ilves U16,5,0,0,0,0.00,6,0,2012-2013,2.0
Juuso,Järviö,0,HPK U16,6,0,0,0,0.00,2,0,2012-2013,10.0
Oliver,Impilä,1,TPS U16,6,0,0,0,0.00,2,0,2012-2013,8.0
Eero,Lammela,0,TPS U16,8,0,0,0,0.00,4,0,2012-2013,8.0
Henri,Klaavu,0,Tappara U16,14,0,0,0,0.00,0,0,2012-2013,9.0
Lauri,Kuusinen,0,Ilves U16,19,0,0,0,0.00,10,0,2012-2013,2.0
Emil,Oksanen,1,Blues U16,32,30,20,50,1.56,8,1,2012-2013,5.0
Henrik,Borgström,1,Jokerit U16,32,20,21,41,1.28,16,1,2012-2013,1.0
Julius,Mattila,1,Ilves U16,31,16,25,41,1.32,12,1,2012-2013,2.0
Otto,Somppi,1,Jokerit U16,30,14,23,37,1.23,20,1,2012-2013,1.0
Artturi,Toivola,1,HPK U16,32,14,22,36,1.13,16,1,2012-2013,10.0
Paavo,Tyni,0,HPK U16,31,12,23,35,1.13,18,1,2012-2013,10.0
Juuso,Nevalainen,1,KalPa U16,30,18,16,34,1.13,48,1,2012-2013,6.0
Kasper,Björkqvist,1,Blues U16,16,13,20,33,2.06,4,1,2012-2013,5.0
Otto,Mäkinen,1,Tappara U16,20,14,15,29,1.45,4,1,2012-2013,9.0
Eetu,Tuulola,1,HPK U16,32,13,16,29,0.91,46,1,2012-2013,10.0
Olli,Juolevi,0,Jokerit U16,31,10,19,29,0.94,28,1,2012-2013,1.0
Elias,Ulander,0,HIFK U16,29,10,18,28,0.97,28,1,2012-2013,3.0
Justus,Mikkonen,1,JYP U16,32,16,11,27,0.84,40,1,2012-2013,4.0
Mikael,Hakkarainen,1,Blues U16,23,14,11,25,1.09,8,1,2012-2013,5.0
Topi,Piipponen,1,KalPa U16,9,13,12,25,2.78,6,1,2012-2013,6.0
Juho,Rautanen,0,HIFK U16,28,6,19,25,0.89,16,1,2012-2013,3.0
Bastien,Maïa,1,HIFK U16,29,8,16,24,0.83,10,1,2012-2013,3.0
Patrik,Laine,1,Tappara U16,9,14,8,22,2.44,6,1,2012-2013,9.0
Jesper,Mattila,0,Ilves U16,27,4,18,22,0.82,10,1,2012-2013,2.0
Joona,Luoto,1,Tappara U16,21,7,14,21,1.00,24,1,2012-2013,9.0
Jesse,Puljujärvi,1,Kärpät U16,8,12,8,20,2.50,0,1,2012-2013,7.0
Joni,Ikonen,1,Blues U16,23,3,17,20,0.87,4,1,2012-2013,5.0
Anton,Stråka,1,JYP U16,28,9,10,19,0.68,8,1,2012-2013,4.0
Juuso,Könönen,1,KalPa U16,31,9,8,17,0.55,10,1,2012-2013,6.0
Niilo-Kustaa,Määttä,1,HPK U16,17,8,8,16,0.94,6,1,2012-2013,10.0
Terry,And,1,Jokerit U16,30,7,9,16,0.53,4,1,2012-2013,1.0
Kasper,Kotkansalo,0,Blues U16,33,3,13,16,0.48,8,1,2012-2013,5.0
Joonas,Viinikainen,0,JYP U16,18,9,6,15,0.83,4,1,2012-2013,4.0
Juha,Jääskä,1,HIFK U16,31,3,12,15,0.48,10,1,2012-2013,3.0
Veli-Matti,Tiuraniemi,0,Kärpät U16,22,4,10,14,0.64,6,1,2012-2013,7.0
Valtteri,Ilomäki,0,Ilves U16,28,4,10,14,0.50,38,1,2012-2013,2.0
Janne,Hämäläinen,1,HIFK U16,28,2,12,14,0.50,8,1,2012-2013,3.0
Henry,Mäntylä,0,Ilves U16,24,7,5,12,0.50,59,1,2012-2013,2.0
Juuso,Välimäki,0,Ilves U16,27,2,10,12,0.44,10,1,2012-2013,2.0
Aapeli,Räsänen,1,Tappara U16,11,5,6,11,1.00,34,1,2012-2013,9.0
Tarmo,Reunanen,0,TPS U16,12,3,7,10,0.83,6,1,2012-2013,8.0
Petrus,Palmu,1,Jokerit U16,7,5,4,9,1.29,4,1,2012-2013,1.0
Markus,Niemeläinen,0,HPK U16,31,3,6,9,0.29,10,1,2012-2013,10.0
Joonas,Savolainen,1,TPS U16,11,2,7,9,0.82,10,1,2012-2013,8.0
Joonas,Niemelä,1,Blues U16,4,3,5,8,2.00,27,1,2012-2013,5.0
Kevin,Koski,0,TPS U16,12,0,8,8,0.67,12,1,2012-2013,8.0
Sami,Tavernier,1,HIFK U16,5,3,4,7,1.40,4,1,2012-2013,3.0
Julius,Hermonen,1,Kärpät U16,25,3,4,7,0.28,24,1,2012-2013,7.0
Vili,Saarijärvi,0,Kärpät U16,8,2,5,7,0.88,8,1,2012-2013,7.0
Waltteri,Ruuskanen,0,KalPa U16,5,2,4,6,1.20,2,1,2012-2013,6.0
Samuli,Ratinen,1,JYP U16,24,2,4,6,0.25,4,1,2012-2013,4.0
Aaro,Vidgren,1,TPS U16,5,1,5,6,1.20,4,1,2012-2013,8.0
Riku,Sihvonen,1,JYP U16,15,1,5,6,0.40,4,1,2012-2013,4.0
Aku,Alho,0,Blues U16,31,3,2,5,0.16,32,1,2012-2013,5.0
Santeri,Sillanpää,1,TPS U16,2,2,2,4,2.00,0,1,2012-2013,8.0
Jonne,Tammela,1,JYP U16,3,2,2,4,1.33,0,1,2012-2013,4.0
Veeti,Vainio,0,Blues U16,4,2,2,4,1.00,0,1,2012-2013,5.0
Julius,Nättinen,1,JYP U16,3,1,3,4,1.33,4,1,2012-2013,4.0
Erik,Embrich,1,HIFK U16,2,1,1,2,1.00,0,1,2012-2013,3.0
Arttu,Ruotsalainen,1,Kärpät U16,0,0,0,0,0.00,0,1,2012-2013,7.0
Sebastian,Aho,1,Kärpät U16,0,0,0,0,0.00,0,1,2012-2013,7.0
Kristian,Vesalainen,1,HIFK U16,5,0,0,0,0.00,0,1,2012-2013,3.0
Joona,Huttula,0,Kärpät U16,7,0,0,0,0.00,2,1,2012-2013,7.0
Eeli,Tolvanen,1,Blues U16,29,44,34,78,2.69,6,0,2013-2014,1.0
Oskari,Uomala,1,Blues U16,31,21,39,60,1.94,12,0,2013-2014,1.0
Ottoville,Leppänen,1,Blues U16,30,15,44,59,1.97,14,0,2013-2014,1.0
Markus,Lahtinen,1,Blues U16,31,34,24,58,1.87,14,0,2013-2014,1.0
Riku,Mustonen,1,KalPa U16,32,23,30,53,1.66,44,0,2013-2014,9.0
Atte,Karppinen,1,Kärpät U16,32,13,40,53,1.66,12,0,2013-2014,2.0
Roope,Säkkinen,1,Kärpät U16,32,33,12,45,1.41,18,0,2013-2014,2.0
Joel,Kerkkänen,1,HIFK U16,32,20,25,45,1.41,10,0,2013-2014,3.0
Olli,Korhonen,1,KalPa U16,34,16,24,40,1.18,10,0,2013-2014,9.0
Eemeli,Perklén,1,HIFK U16,32,15,23,38,1.19,12,0,2013-2014,3.0
Aleksi,Peltonen,1,HIFK U16,30,18,19,37,1.23,4,0,2013-2014,3.0
Roope,Hirvonen,1,Jokerit U16,25,16,21,37,1.48,18,0,2013-2014,4.0
Petteri,Villanen,1,Blues U16,33,10,25,35,1.06,10,0,2013-2014,1.0
Rastin,Rostami,1,Blues U16,28,17,17,34,1.21,30,0,2013-2014,1.0
Olli,Oksanen,1,HIFK U16,30,8,24,32,1.07,6,0,2013-2014,3.0
Konsta,Keteli,1,JYP U16,29,17,13,30,1.03,29,0,2013-2014,6.0
Jesse,Nieminen,1,TPS U16,30,15,15,30,1.00,22,0,2013-2014,8.0
Ilmari,Karhapää,0,Blues U16,18,7,23,30,1.67,0,0,2013-2014,1.0
Aleksi,Nousiainen,1,Kärpät U16,24,18,9,27,1.13,4,0,2013-2014,2.0
Petteri,Haapaniemi,1,Blues U16 Akatemia,30,13,13,26,0.87,4,0,2013-2014,5.0
Toni,Toivonen,1,Ilves U16,21,12,14,26,1.24,36,0,2013-2014,7.0
Juho,Topi-Hulmi,1,TPS U16,31,13,12,25,0.81,8,0,2013-2014,8.0
Valtteri,Korhonen,1,KalPa U16,34,10,15,25,0.74,14,0,2013-2014,9.0
Niko,Kuivaniemi,0,Ilves U16,31,10,14,24,0.77,22,0,2013-2014,7.0
Eeli,Pajuoja,1,Ilves U16,28,5,19,24,0.86,24,0,2013-2014,7.0
Jesse,Kiira,1,KalPa U16,34,13,10,23,0.68,40,0,2013-2014,9.0
Jarkko,Aalto,1,Jokerit U16,32,11,12,23,0.72,30,0,2013-2014,4.0
Henri,Jokiharju,0,Jokerit U16,32,6,17,23,0.72,14,0,2013-2014,4.0
Eemil,Sirviö,1,JYP U16,29,9,13,22,0.76,6,0,2013-2014,6.0
Roope,Oja,1,HIFK U16,28,8,14,22,0.79,8,0,2013-2014,3.0
Artturi,Prisjaznjuk,1,TPS U16,27,11,10,21,0.78,8,0,2013-2014,8.0
Mikke,Myrrä,1,Ilves U16,29,11,10,21,0.72,18,0,2013-2014,7.0
Tommi,Autio,1,Kärpät U16,32,12,8,20,0.63,8,0,2013-2014,2.0
Oskari,Lemetyinen,1,Blues U16,30,11,9,20,0.67,2,0,2013-2014,1.0
Jussi,Tammela,1,KalPa U16,28,8,12,20,0.71,12,0,2013-2014,9.0
Jere,Kiviniemi,0,Kärpät U16,21,7,13,20,0.95,69,0,2013-2014,2.0
Waltteri,Puhakka,1,Blues U16,24,7,13,20,0.83,22,0,2013-2014,1.0
Nicklas,Rintamäki,1,Blues U16,25,4,16,20,0.80,22,0,2013-2014,1.0
Aarne,Talvitie,1,Blues U16,32,12,7,19,0.59,8,0,2013-2014,1.0
Matias,Karttunen,1,KalPa U16,35,8,11,19,0.54,38,0,2013-2014,9.0
Ville-Valtteri,Mustonen,1,Jokerit U16,25,7,12,19,0.76,28,0,2013-2014,4.0
Joni,Still,1,HIFK U16,30,5,14,19,0.63,22,0,2013-2014,3.0
Paavo,Pakarinen,1,JYP U16,27,12,6,18,0.67,4,0,2013-2014,6.0
Oula,Kuure,1,Jokerit U16,20,10,8,18,0.90,8,0,2013-2014,4.0
Ville,Mäki,0,TPS U16,32,9,9,18,0.56,58,0,2013-2014,8.0
Miro,Kivimäki,0,Blues U16,32,5,13,18,0.56,18,0,2013-2014,1.0
Miika,Jäntti,0,KalPa U16,27,4,14,18,0.67,26,0,2013-2014,9.0
Henri,Rahkonen,0,HIFK U16,26,6,11,17,0.65,42,0,2013-2014,3.0
Urho,Lensu,0,JYP U16,31,6,11,17,0.55,14,0,2013-2014,6.0
Jesse,Leppikoski,1,TPS U16,24,4,13,17,0.71,4,0,2013-2014,8.0
Matias,Savolainen,1,HIFK U16,25,4,13,17,0.68,14,0,2013-2014,3.0
Dominyk,Bogdziul,1,Ässät U16,14,7,9,16,1.14,2,0,2013-2014,10.0
Jaakko,Laine,0,TPS U16,27,6,10,16,0.59,33,0,2013-2014,8.0
Sami,Saarikko,1,Ässät U16,14,5,11,16,1.14,8,0,2013-2014,10.0
Jani,Kluuskeri,0,TPS U16,26,8,7,15,0.58,20,0,2013-2014,8.0
Roope,Isokangas,1,JYP U16,28,7,8,15,0.54,18,0,2013-2014,6.0
Santeri,Rajakallio,1,Ässät U16,14,6,9,15,1.07,0,0,2013-2014,10.0
Samuli,Kulju,1,Ässät U16,14,6,9,15,1.07,8,0,2013-2014,10.0
Erno,Hänninen,1,Blues U16,15,5,10,15,1.00,4,0,2013-2014,1.0
Robert,Linden,0,Ilves U16,31,4,11,15,0.48,34,0,2013-2014,7.0
Kristian,Falck,0,JYP U16,26,2,13,15,0.58,6,0,2013-2014,6.0
Ilari,Lager,0,Blues U16,30,2,13,15,0.50,2,0,2013-2014,1.0
Joona,Heiska,1,KalPa U16,30,9,5,14,0.47,10,0,2013-2014,9.0
Santeri,Hartikainen,1,HIFK U16,11,7,7,14,1.27,4,0,2013-2014,3.0
Niko,Nyrhinen,1,Blues U16 Akatemia,21,7,7,14,0.67,2,0,2013-2014,5.0
Turkka,Pumpanen,1,Kärpät U16,31,6,8,14,0.45,10,0,2013-2014,2.0
Joel,Järvenpää,1,Ässät U16,12,2,12,14,1.17,4,0,2013-2014,10.0
Jesper,Kokkila,0,Kärpät U16,32,1,13,14,0.44,18,0,2013-2014,2.0
Jaki-Mikko,Edgren,1,Ilves U16,22,7,5,12,0.55,6,0,2013-2014,7.0
Nicklas,Nousiainen,1,Ässät U16,14,6,6,12,0.86,10,0,2013-2014,10.0
Jerry,Kotilahti,1,Ilves U16,11,5,7,12,1.09,31,0,2013-2014,7.0
Jesse,Saarinen,1,Kärpät U16,31,5,7,12,0.39,12,0,2013-2014,2.0
Ilmari,Rauhala,1,Blues U16 Akatemia,32,5,7,12,0.38,47,0,2013-2014,5.0
Matias,Lagerblom,0,HIFK U16,26,2,10,12,0.46,4,0,2013-2014,3.0
Paavo,Kilponen,1,Ilves U16,7,5,6,11,1.57,2,0,2013-2014,7.0
Samu,Mattinen,1,Blues U16 Akatemia,26,4,7,11,0.42,2,0,2013-2014,5.0
Erkka,Vänskä,1,Jokerit U16,30,4,7,11,0.37,4,0,2013-2014,4.0
Paavo,Hokkanen,0,KalPa U16,35,1,10,11,0.31,26,0,2013-2014,9.0
Aleksi,Virta,1,Jokerit U16,31,6,4,10,0.32,20,0,2013-2014,4.0
Oliver,Felixson,0,HIFK U16,10,5,5,10,1.00,8,0,2013-2014,3.0
Jere,Alanen,1,Ilves U16,11,6,3,9,0.82,4,0,2013-2014,7.0
Elias,Kinnunen,1,Kärpät U16,17,4,5,9,0.53,2,0,2013-2014,2.0
Tatu,Kurttila,0,Kärpät U16,17,2,7,9,0.53,6,0,2013-2014,2.0
Markus,Rimmanen,0,TPS U16,23,2,7,9,0.39,8,0,2013-2014,8.0
Kalle,Kaunisvaara,0,Kärpät U16,24,0,9,9,0.38,44,0,2013-2014,2.0
Jeremy,Weintraub,1,Blues U16,29,5,3,8,0.28,12,0,2013-2014,1.0
Vili-Verneri,Turunen,1,HIFK U16,24,4,4,8,0.33,6,0,2013-2014,3.0
Patrik,Petäjistö,1,Ilves U16,28,4,4,8,0.29,28,0,2013-2014,7.0
Karl,Wright,0,TPS U16,26,2,6,8,0.31,8,0,2013-2014,8.0
Topi,Kärki,0,Ilves U16,32,2,6,8,0.25,34,0,2013-2014,7.0
Meo-Miguel,Wörlin,1,Blues U16 Akatemia,30,1,7,8,0.27,2,0,2013-2014,5.0
Roope,Raitanen,1,Ässät U16,11,5,2,7,0.64,8,0,2013-2014,10.0
Atte,Kauppinen,1,Jokerit U16,30,5,2,7,0.23,14,0,2013-2014,4.0
Aleksi,Halme,1,Ässät U16,14,4,3,7,0.50,20,0,2013-2014,10.0
Miro,Sistonen,0,Ässät U16,14,3,4,7,0.50,10,0,2013-2014,10.0
Kristian,Juponaho,1,JYP U16,26,3,4,7,0.27,6,0,2013-2014,6.0
Juhani,Merikanto,0,Blues U16 Akatemia,31,3,4,7,0.23,10,0,2013-2014,5.0
Tino,Sirén,1,TPS U16,7,2,5,7,1.00,6,0,2013-2014,8.0
Roope,Rissanen,0,HIFK U16,10,2,5,7,0.70,10,0,2013-2014,3.0
Jere,Heino,0,Ilves U16,32,2,5,7,0.22,47,0,2013-2014,7.0
Rene,Kojonkoski,0,KalPa U16,28,1,6,7,0.25,20,0,2013-2014,9.0
Samuli,Anttalainen,0,TPS U16,29,1,6,7,0.24,18,0,2013-2014,8.0
Atte,Tuliara,0,Blues U16 Akatemia,21,0,7,7,0.33,4,0,2013-2014,5.0
Elias,Vuorio,0,Blues U16 Akatemia,25,0,7,7,0.28,12,0,2013-2014,5.0
Arttu,Flinck,0,Ilves U16,29,0,7,7,0.24,18,0,2013-2014,7.0
Jere,Aaltonen,0,Blues U16 Akatemia,30,4,2,6,0.20,12,0,2013-2014,5.0
Reeti,Polón,1,KalPa U16,34,3,3,6,0.18,12,0,2013-2014,9.0
Aleksi,Salmi,1,Ilves U16,23,3,2,5,0.22,2,0,2013-2014,7.0
Rasmus,Raaska,1,JYP U16,27,3,2,5,0.19,14,0,2013-2014,6.0
Niklas,Jauhiainen,0,TPS U16,32,3,2,5,0.16,6,0,2013-2014,8.0
Joonas,Heikkinen,1,KalPa U16,34,3,2,5,0.15,10,0,2013-2014,9.0
Lauri,Savela,1,Jokerit U16,22,2,3,5,0.23,16,0,2013-2014,4.0
Eelis,Niemelä,1,Jokerit U16,25,2,3,5,0.20,0,0,2013-2014,4.0
Santeri,Kurkela,1,Kärpät U16,10,1,4,5,0.50,4,0,2013-2014,2.0
Jesse,Hoikkanen,0,JYP U16,22,1,4,5,0.23,6,0,2013-2014,6.0
Veli-Matti,Vänttinen,0,Jokerit U16,26,0,5,5,0.19,6,0,2013-2014,4.0
Eemeli,Majakangas,1,Ilves U16,20,3,1,4,0.20,6,0,2013-2014,7.0
Rasmus,Angeria,0,HIFK U16,12,1,3,4,0.33,6,0,2013-2014,3.0
Kare,Oja,0,HIFK U16,12,1,3,4,0.33,8,0,2013-2014,3.0
